Line Number,Attack.Type,Packet.Size,Initial.Energy.joules.,Transmission.Power.Watts.,Reception.Power.Watts.,Connection.Data.Rate.bits.sec.,Packets.Sent,Time.to.Compromise.seconds.
51996,rte,3.51844E+13,7.625,0.9,0.1,50058,1,702872110.1
51997,std,3.51844E+13,7.625,0.9,0.1,60058,1,585839889.6
51998,rte,3.51844E+13,7.625,0.9,0.1,60058,1,585839889.6
51999,std,3.51844E+13,7.625,0.9,0.1,70058,1,502217763.7
52000,rte,3.51844E+13,7.625,0.9,0.1,70058,1,502217763.7
52001,std,3.51844E+13,7.625,0.9,0.1,80058,1,439486023.7
52002,rte,3.51844E+13,7.625,0.9,0.1,80058,1,439486023.7
52003,std,3.51844E+13,7.625,0.9,0.9,58,1,6.06627E+11
52004,rte,3.51844E+13,7.625,0.9,0.9,58,1,6.06627E+11
52005,std,3.51844E+13,7.625,0.9,0.9,10058,1,3498147951
52006,rte,3.51844E+13,7.625,0.9,0.9,10058,1,3498147951
52007,std,3.51844E+13,7.625,0.9,0.9,20058,1,1754131623
52008,rte,3.51844E+13,7.625,0.9,0.9,20058,1,1754131623
52009,std,3.51844E+13,7.625,0.9,0.9,30058,1,1170549341
52010,rte,3.51844E+13,7.625,0.9,0.9,30058,1,1170549341
52011,std,3.51844E+13,7.625,0.9,0.9,40058,1,878335715.4
52012,rte,3.51844E+13,7.625,0.9,0.9,40058,1,878335715.4
52013,std,3.51844E+13,7.625,0.9,0.9,50058,1,702872110.1
52014,rte,3.51844E+13,7.625,0.9,0.9,50058,1,702872110.1
52015,std,3.51844E+13,7.625,0.9,0.9,60058,1,585839889.6
52016,rte,3.51844E+13,7.625,0.9,0.9,60058,1,585839889.6
52017,std,3.51844E+13,7.625,0.9,0.9,70058,1,502217763.7
52018,rte,3.51844E+13,7.625,0.9,0.9,70058,1,502217763.7
52019,std,3.51844E+13,7.625,0.9,0.9,80058,1,439486023.7
52020,rte,3.51844E+13,7.625,0.9,0.9,80058,1,439486023.7
52021,std,3.51844E+13,7.625,0.9,1.7,58,1,6.06627E+11
52022,rte,3.51844E+13,7.625,0.9,1.7,58,1,6.06627E+11
52023,std,3.51844E+13,7.625,0.9,1.7,10058,1,3498147951
52024,rte,3.51844E+13,7.625,0.9,1.7,10058,1,3498147951
52025,std,3.51844E+13,7.625,0.9,1.7,20058,1,1754131623
52026,rte,3.51844E+13,7.625,0.9,1.7,20058,1,1754131623
52027,std,3.51844E+13,7.625,0.9,1.7,30058,1,1170549341
52028,rte,3.51844E+13,7.625,0.9,1.7,30058,1,1170549341
52029,std,3.51844E+13,7.625,0.9,1.7,40058,1,878335715.4
52030,rte,3.51844E+13,7.625,0.9,1.7,40058,1,878335715.4
52031,std,3.51844E+13,7.625,0.9,1.7,50058,1,702872110.1
52032,rte,3.51844E+13,7.625,0.9,1.7,50058,1,702872110.1
52033,std,3.51844E+13,7.625,0.9,1.7,60058,1,585839889.6
52034,rte,3.51844E+13,7.625,0.9,1.7,60058,1,585839889.6
52035,std,3.51844E+13,7.625,0.9,1.7,70058,1,502217763.7
52036,rte,3.51844E+13,7.625,0.9,1.7,70058,1,502217763.7
52037,std,3.51844E+13,7.625,0.9,1.7,80058,1,439486023.7
52038,rte,3.51844E+13,7.625,0.9,1.7,80058,1,439486023.7
52039,std,3.51844E+13,7.625,0.9,2.5,58,1,6.06627E+11
52040,rte,3.51844E+13,7.625,0.9,2.5,58,1,6.06627E+11
52041,std,3.51844E+13,7.625,0.9,2.5,10058,1,3498147951
52042,rte,3.51844E+13,7.625,0.9,2.5,10058,1,3498147951
52043,std,3.51844E+13,7.625,0.9,2.5,20058,1,1754131623
52044,rte,3.51844E+13,7.625,0.9,2.5,20058,1,1754131623
52045,std,3.51844E+13,7.625,0.9,2.5,30058,1,1170549341
52046,rte,3.51844E+13,7.625,0.9,2.5,30058,1,1170549341
52047,std,3.51844E+13,7.625,0.9,2.5,40058,1,878335715.4
52048,rte,3.51844E+13,7.625,0.9,2.5,40058,1,878335715.4
52049,std,3.51844E+13,7.625,0.9,2.5,50058,1,702872110.1
52050,rte,3.51844E+13,7.625,0.9,2.5,50058,1,702872110.1
52051,std,3.51844E+13,7.625,0.9,2.5,60058,1,585839889.6
52052,rte,3.51844E+13,7.625,0.9,2.5,60058,1,585839889.6
52053,std,3.51844E+13,7.625,0.9,2.5,70058,1,502217763.7
52054,rte,3.51844E+13,7.625,0.9,2.5,70058,1,502217763.7
52055,std,3.51844E+13,7.625,0.9,2.5,80058,1,439486023.7
52056,rte,3.51844E+13,7.625,0.9,2.5,80058,1,439486023.7
52057,std,3.51844E+13,7.625,0.9,3.3,58,1,6.06627E+11
52058,rte,3.51844E+13,7.625,0.9,3.3,58,1,6.06627E+11
52059,std,3.51844E+13,7.625,0.9,3.3,10058,1,3498147951
52060,rte,3.51844E+13,7.625,0.9,3.3,10058,1,3498147951
52061,std,3.51844E+13,7.625,0.9,3.3,20058,1,1754131623
52062,rte,3.51844E+13,7.625,0.9,3.3,20058,1,1754131623
52063,std,3.51844E+13,7.625,0.9,3.3,30058,1,1170549341
52064,rte,3.51844E+13,7.625,0.9,3.3,30058,1,1170549341
52065,std,3.51844E+13,7.625,0.9,3.3,40058,1,878335715.4
52066,rte,3.51844E+13,7.625,0.9,3.3,40058,1,878335715.4
52067,std,3.51844E+13,7.625,0.9,3.3,50058,1,702872110.1
52068,rte,3.51844E+13,7.625,0.9,3.3,50058,1,702872110.1
52069,std,3.51844E+13,7.625,0.9,3.3,60058,1,585839889.6
52070,rte,3.51844E+13,7.625,0.9,3.3,60058,1,585839889.6
52071,std,3.51844E+13,7.625,0.9,3.3,70058,1,502217763.7
52072,rte,3.51844E+13,7.625,0.9,3.3,70058,1,502217763.7
52073,std,3.51844E+13,7.625,0.9,3.3,80058,1,439486023.7
52074,rte,3.51844E+13,7.625,0.9,3.3,80058,1,439486023.7
52075,std,3.51844E+13,7.625,0.9,4.1,58,1,6.06627E+11
52076,rte,3.51844E+13,7.625,0.9,4.1,58,1,6.06627E+11
52077,std,3.51844E+13,7.625,0.9,4.1,10058,1,3498147951
52078,rte,3.51844E+13,7.625,0.9,4.1,10058,1,3498147951
52079,std,3.51844E+13,7.625,0.9,4.1,20058,1,1754131623
52080,rte,3.51844E+13,7.625,0.9,4.1,20058,1,1754131623
52081,std,3.51844E+13,7.625,0.9,4.1,30058,1,1170549341
52082,rte,3.51844E+13,7.625,0.9,4.1,30058,1,1170549341
52083,std,3.51844E+13,7.625,0.9,4.1,40058,1,878335715.4
52084,rte,3.51844E+13,7.625,0.9,4.1,40058,1,878335715.4
52085,std,3.51844E+13,7.625,0.9,4.1,50058,1,702872110.1
52086,rte,3.51844E+13,7.625,0.9,4.1,50058,1,702872110.1
52087,std,3.51844E+13,7.625,0.9,4.1,60058,1,585839889.6
52088,rte,3.51844E+13,7.625,0.9,4.1,60058,1,585839889.6
52089,std,3.51844E+13,7.625,0.9,4.1,70058,1,502217763.7
52090,rte,3.51844E+13,7.625,0.9,4.1,70058,1,502217763.7
52091,std,3.51844E+13,7.625,0.9,4.1,80058,1,439486023.7
52092,rte,3.51844E+13,7.625,0.9,4.1,80058,1,439486023.7
52093,std,3.51844E+13,7.625,0.9,4.9,58,1,6.06627E+11
52094,rte,3.51844E+13,7.625,0.9,4.9,58,1,6.06627E+11
52095,std,3.51844E+13,7.625,0.9,4.9,10058,1,3498147951
52096,rte,3.51844E+13,7.625,0.9,4.9,10058,1,3498147951
52097,std,3.51844E+13,7.625,0.9,4.9,20058,1,1754131623
52098,rte,3.51844E+13,7.625,0.9,4.9,20058,1,1754131623
52099,std,3.51844E+13,7.625,0.9,4.9,30058,1,1170549341
52100,rte,3.51844E+13,7.625,0.9,4.9,30058,1,1170549341
52101,std,3.51844E+13,7.625,0.9,4.9,40058,1,878335715.4
52102,rte,3.51844E+13,7.625,0.9,4.9,40058,1,878335715.4
52103,std,3.51844E+13,7.625,0.9,4.9,50058,1,702872110.1
52104,rte,3.51844E+13,7.625,0.9,4.9,50058,1,702872110.1
52105,std,3.51844E+13,7.625,0.9,4.9,60058,1,585839889.6
52106,rte,3.51844E+13,7.625,0.9,4.9,60058,1,585839889.6
52107,std,3.51844E+13,7.625,0.9,4.9,70058,1,502217763.7
52108,rte,3.51844E+13,7.625,0.9,4.9,70058,1,502217763.7
52109,std,3.51844E+13,7.625,0.9,4.9,80058,1,439486023.7
52110,rte,3.51844E+13,7.625,0.9,4.9,80058,1,439486023.7
52111,std,3.51844E+13,7.625,0.9,5.7,58,1,6.06627E+11
52112,rte,3.51844E+13,7.625,0.9,5.7,58,1,6.06627E+11
52113,std,3.51844E+13,7.625,0.9,5.7,10058,1,3498147951
52114,rte,3.51844E+13,7.625,0.9,5.7,10058,1,3498147951
52115,std,3.51844E+13,7.625,0.9,5.7,20058,1,1754131623
52116,rte,3.51844E+13,7.625,0.9,5.7,20058,1,1754131623
52117,std,3.51844E+13,7.625,0.9,5.7,30058,1,1170549341
52118,rte,3.51844E+13,7.625,0.9,5.7,30058,1,1170549341
52119,std,3.51844E+13,7.625,0.9,5.7,40058,1,878335715.4
52120,rte,3.51844E+13,7.625,0.9,5.7,40058,1,878335715.4
52121,std,3.51844E+13,7.625,0.9,5.7,50058,1,702872110.1
52122,rte,3.51844E+13,7.625,0.9,5.7,50058,1,702872110.1
52123,std,3.51844E+13,7.625,0.9,5.7,60058,1,585839889.6
52124,rte,3.51844E+13,7.625,0.9,5.7,60058,1,585839889.6
52125,std,3.51844E+13,7.625,0.9,5.7,70058,1,502217763.7
52126,rte,3.51844E+13,7.625,0.9,5.7,70058,1,502217763.7
52127,std,3.51844E+13,7.625,0.9,5.7,80058,1,439486023.7
52128,rte,3.51844E+13,7.625,0.9,5.7,80058,1,439486023.7
52129,std,3.51844E+13,7.625,1.7,0.1,58,1,6.06627E+11
52130,rte,3.51844E+13,7.625,1.7,0.1,58,1,6.06627E+11
52131,std,3.51844E+13,7.625,1.7,0.1,10058,1,3498147951
52132,rte,3.51844E+13,7.625,1.7,0.1,10058,1,3498147951
52133,std,3.51844E+13,7.625,1.7,0.1,20058,1,1754131623
52134,rte,3.51844E+13,7.625,1.7,0.1,20058,1,1754131623
52135,std,3.51844E+13,7.625,1.7,0.1,30058,1,1170549341
52136,rte,3.51844E+13,7.625,1.7,0.1,30058,1,1170549341
52137,std,3.51844E+13,7.625,1.7,0.1,40058,1,878335715.4
52138,rte,3.51844E+13,7.625,1.7,0.1,40058,1,878335715.4
52139,std,3.51844E+13,7.625,1.7,0.1,50058,1,702872110.1
52140,rte,3.51844E+13,7.625,1.7,0.1,50058,1,702872110.1
52141,std,3.51844E+13,7.625,1.7,0.1,60058,1,585839889.6
52142,rte,3.51844E+13,7.625,1.7,0.1,60058,1,585839889.6
52143,std,3.51844E+13,7.625,1.7,0.1,70058,1,502217763.7
52144,rte,3.51844E+13,7.625,1.7,0.1,70058,1,502217763.7
52145,std,3.51844E+13,7.625,1.7,0.1,80058,1,439486023.7
52146,rte,3.51844E+13,7.625,1.7,0.1,80058,1,439486023.7
52147,std,3.51844E+13,7.625,1.7,0.9,58,1,6.06627E+11
52148,rte,3.51844E+13,7.625,1.7,0.9,58,1,6.06627E+11
52149,std,3.51844E+13,7.625,1.7,0.9,10058,1,3498147951
52150,rte,3.51844E+13,7.625,1.7,0.9,10058,1,3498147951
52151,std,3.51844E+13,7.625,1.7,0.9,20058,1,1754131623
52152,rte,3.51844E+13,7.625,1.7,0.9,20058,1,1754131623
52153,std,3.51844E+13,7.625,1.7,0.9,30058,1,1170549341
52154,rte,3.51844E+13,7.625,1.7,0.9,30058,1,1170549341
52155,std,3.51844E+13,7.625,1.7,0.9,40058,1,878335715.4
52156,rte,3.51844E+13,7.625,1.7,0.9,40058,1,878335715.4
52157,std,3.51844E+13,7.625,1.7,0.9,50058,1,702872110.1
52158,rte,3.51844E+13,7.625,1.7,0.9,50058,1,702872110.1
52159,std,3.51844E+13,7.625,1.7,0.9,60058,1,585839889.6
52160,rte,3.51844E+13,7.625,1.7,0.9,60058,1,585839889.6
52161,std,3.51844E+13,7.625,1.7,0.9,70058,1,502217763.7
52162,rte,3.51844E+13,7.625,1.7,0.9,70058,1,502217763.7
52163,std,3.51844E+13,7.625,1.7,0.9,80058,1,439486023.7
52164,rte,3.51844E+13,7.625,1.7,0.9,80058,1,439486023.7
52165,std,3.51844E+13,7.625,1.7,1.7,58,1,6.06627E+11
52166,rte,3.51844E+13,7.625,1.7,1.7,58,1,6.06627E+11
52167,std,3.51844E+13,7.625,1.7,1.7,10058,1,3498147951
52168,rte,3.51844E+13,7.625,1.7,1.7,10058,1,3498147951
52169,std,3.51844E+13,7.625,1.7,1.7,20058,1,1754131623
52170,rte,3.51844E+13,7.625,1.7,1.7,20058,1,1754131623
52171,std,3.51844E+13,7.625,1.7,1.7,30058,1,1170549341
52172,rte,3.51844E+13,7.625,1.7,1.7,30058,1,1170549341
52173,std,3.51844E+13,7.625,1.7,1.7,40058,1,878335715.4
52174,rte,3.51844E+13,7.625,1.7,1.7,40058,1,878335715.4
52175,std,3.51844E+13,7.625,1.7,1.7,50058,1,702872110.1
52176,rte,3.51844E+13,7.625,1.7,1.7,50058,1,702872110.1
52177,std,3.51844E+13,7.625,1.7,1.7,60058,1,585839889.6
52178,rte,3.51844E+13,7.625,1.7,1.7,60058,1,585839889.6
52179,std,3.51844E+13,7.625,1.7,1.7,70058,1,502217763.7
52180,rte,3.51844E+13,7.625,1.7,1.7,70058,1,502217763.7
52181,std,3.51844E+13,7.625,1.7,1.7,80058,1,439486023.7
52182,rte,3.51844E+13,7.625,1.7,1.7,80058,1,439486023.7
52183,std,3.51844E+13,7.625,1.7,2.5,58,1,6.06627E+11
52184,rte,3.51844E+13,7.625,1.7,2.5,58,1,6.06627E+11
52185,std,3.51844E+13,7.625,1.7,2.5,10058,1,3498147951
52186,rte,3.51844E+13,7.625,1.7,2.5,10058,1,3498147951
52187,std,3.51844E+13,7.625,1.7,2.5,20058,1,1754131623
52188,rte,3.51844E+13,7.625,1.7,2.5,20058,1,1754131623
52189,std,3.51844E+13,7.625,1.7,2.5,30058,1,1170549341
52190,rte,3.51844E+13,7.625,1.7,2.5,30058,1,1170549341
52191,std,3.51844E+13,7.625,1.7,2.5,40058,1,878335715.4
52192,rte,3.51844E+13,7.625,1.7,2.5,40058,1,878335715.4
52193,std,3.51844E+13,7.625,1.7,2.5,50058,1,702872110.1
52194,rte,3.51844E+13,7.625,1.7,2.5,50058,1,702872110.1
52195,std,3.51844E+13,7.625,1.7,2.5,60058,1,585839889.6
52196,rte,3.51844E+13,7.625,1.7,2.5,60058,1,585839889.6
52197,std,3.51844E+13,7.625,1.7,2.5,70058,1,502217763.7
52198,rte,3.51844E+13,7.625,1.7,2.5,70058,1,502217763.7
52199,std,3.51844E+13,7.625,1.7,2.5,80058,1,439486023.7
52200,rte,3.51844E+13,7.625,1.7,2.5,80058,1,439486023.7
52201,std,3.51844E+13,7.625,1.7,3.3,58,1,6.06627E+11
52202,rte,3.51844E+13,7.625,1.7,3.3,58,1,6.06627E+11
52203,std,3.51844E+13,7.625,1.7,3.3,10058,1,3498147951
52204,rte,3.51844E+13,7.625,1.7,3.3,10058,1,3498147951
52205,std,3.51844E+13,7.625,1.7,3.3,20058,1,1754131623
52206,rte,3.51844E+13,7.625,1.7,3.3,20058,1,1754131623
52207,std,3.51844E+13,7.625,1.7,3.3,30058,1,1170549341
52208,rte,3.51844E+13,7.625,1.7,3.3,30058,1,1170549341
52209,std,3.51844E+13,7.625,1.7,3.3,40058,1,878335715.4
52210,rte,3.51844E+13,7.625,1.7,3.3,40058,1,878335715.4
52211,std,3.51844E+13,7.625,1.7,3.3,50058,1,702872110.1
52212,rte,3.51844E+13,7.625,1.7,3.3,50058,1,702872110.1
52213,std,3.51844E+13,7.625,1.7,3.3,60058,1,585839889.6
52214,rte,3.51844E+13,7.625,1.7,3.3,60058,1,585839889.6
52215,std,3.51844E+13,7.625,1.7,3.3,70058,1,502217763.7
52216,rte,3.51844E+13,7.625,1.7,3.3,70058,1,502217763.7
52217,std,3.51844E+13,7.625,1.7,3.3,80058,1,439486023.7
52218,rte,3.51844E+13,7.625,1.7,3.3,80058,1,439486023.7
52219,std,3.51844E+13,7.625,1.7,4.1,58,1,6.06627E+11
52220,rte,3.51844E+13,7.625,1.7,4.1,58,1,6.06627E+11
52221,std,3.51844E+13,7.625,1.7,4.1,10058,1,3498147951
52222,rte,3.51844E+13,7.625,1.7,4.1,10058,1,3498147951
52223,std,3.51844E+13,7.625,1.7,4.1,20058,1,1754131623
52224,rte,3.51844E+13,7.625,1.7,4.1,20058,1,1754131623
52225,std,3.51844E+13,7.625,1.7,4.1,30058,1,1170549341
52226,rte,3.51844E+13,7.625,1.7,4.1,30058,1,1170549341
52227,std,3.51844E+13,7.625,1.7,4.1,40058,1,878335715.4
52228,rte,3.51844E+13,7.625,1.7,4.1,40058,1,878335715.4
52229,std,3.51844E+13,7.625,1.7,4.1,50058,1,702872110.1
52230,rte,3.51844E+13,7.625,1.7,4.1,50058,1,702872110.1
52231,std,3.51844E+13,7.625,1.7,4.1,60058,1,585839889.6
52232,rte,3.51844E+13,7.625,1.7,4.1,60058,1,585839889.6
52233,std,3.51844E+13,7.625,1.7,4.1,70058,1,502217763.7
52234,rte,3.51844E+13,7.625,1.7,4.1,70058,1,502217763.7
52235,std,3.51844E+13,7.625,1.7,4.1,80058,1,439486023.7
52236,rte,3.51844E+13,7.625,1.7,4.1,80058,1,439486023.7
52237,std,3.51844E+13,7.625,1.7,4.9,58,1,6.06627E+11
52238,rte,3.51844E+13,7.625,1.7,4.9,58,1,6.06627E+11
52239,std,3.51844E+13,7.625,1.7,4.9,10058,1,3498147951
52240,rte,3.51844E+13,7.625,1.7,4.9,10058,1,3498147951
52241,std,3.51844E+13,7.625,1.7,4.9,20058,1,1754131623
52242,rte,3.51844E+13,7.625,1.7,4.9,20058,1,1754131623
52243,std,3.51844E+13,7.625,1.7,4.9,30058,1,1170549341
52244,rte,3.51844E+13,7.625,1.7,4.9,30058,1,1170549341
52245,std,3.51844E+13,7.625,1.7,4.9,40058,1,878335715.4
52246,rte,3.51844E+13,7.625,1.7,4.9,40058,1,878335715.4
52247,std,3.51844E+13,7.625,1.7,4.9,50058,1,702872110.1
52248,rte,3.51844E+13,7.625,1.7,4.9,50058,1,702872110.1
52249,std,3.51844E+13,7.625,1.7,4.9,60058,1,585839889.6
52250,rte,3.51844E+13,7.625,1.7,4.9,60058,1,585839889.6
52251,std,3.51844E+13,7.625,1.7,4.9,70058,1,502217763.7
52252,rte,3.51844E+13,7.625,1.7,4.9,70058,1,502217763.7
52253,std,3.51844E+13,7.625,1.7,4.9,80058,1,439486023.7
52254,rte,3.51844E+13,7.625,1.7,4.9,80058,1,439486023.7
52255,std,3.51844E+13,7.625,1.7,5.7,58,1,6.06627E+11
52256,rte,3.51844E+13,7.625,1.7,5.7,58,1,6.06627E+11
52257,std,3.51844E+13,7.625,1.7,5.7,10058,1,3498147951
52258,rte,3.51844E+13,7.625,1.7,5.7,10058,1,3498147951
52259,std,3.51844E+13,7.625,1.7,5.7,20058,1,1754131623
52260,rte,3.51844E+13,7.625,1.7,5.7,20058,1,1754131623
52261,std,3.51844E+13,7.625,1.7,5.7,30058,1,1170549341
52262,rte,3.51844E+13,7.625,1.7,5.7,30058,1,1170549341
52263,std,3.51844E+13,7.625,1.7,5.7,40058,1,878335715.4
52264,rte,3.51844E+13,7.625,1.7,5.7,40058,1,878335715.4
52265,std,3.51844E+13,7.625,1.7,5.7,50058,1,702872110.1
52266,rte,3.51844E+13,7.625,1.7,5.7,50058,1,702872110.1
52267,std,3.51844E+13,7.625,1.7,5.7,60058,1,585839889.6
52268,rte,3.51844E+13,7.625,1.7,5.7,60058,1,585839889.6
52269,std,3.51844E+13,7.625,1.7,5.7,70058,1,502217763.7
52270,rte,3.51844E+13,7.625,1.7,5.7,70058,1,502217763.7
52271,std,3.51844E+13,7.625,1.7,5.7,80058,1,439486023.7
52272,rte,3.51844E+13,7.625,1.7,5.7,80058,1,439486023.7
52273,std,3.51844E+13,7.625,2.5,0.1,58,1,6.06627E+11
52274,rte,3.51844E+13,7.625,2.5,0.1,58,1,6.06627E+11
52275,std,3.51844E+13,7.625,2.5,0.1,10058,1,3498147951
52276,rte,3.51844E+13,7.625,2.5,0.1,10058,1,3498147951
52277,std,3.51844E+13,7.625,2.5,0.1,20058,1,1754131623
52278,rte,3.51844E+13,7.625,2.5,0.1,20058,1,1754131623
52279,std,3.51844E+13,7.625,2.5,0.1,30058,1,1170549341
52280,rte,3.51844E+13,7.625,2.5,0.1,30058,1,1170549341
52281,std,3.51844E+13,7.625,2.5,0.1,40058,1,878335715.4
52282,rte,3.51844E+13,7.625,2.5,0.1,40058,1,878335715.4
52283,std,3.51844E+13,7.625,2.5,0.1,50058,1,702872110.1
52284,rte,3.51844E+13,7.625,2.5,0.1,50058,1,702872110.1
52285,std,3.51844E+13,7.625,2.5,0.1,60058,1,585839889.6
52286,rte,3.51844E+13,7.625,2.5,0.1,60058,1,585839889.6
52287,std,3.51844E+13,7.625,2.5,0.1,70058,1,502217763.7
52288,rte,3.51844E+13,7.625,2.5,0.1,70058,1,502217763.7
52289,std,3.51844E+13,7.625,2.5,0.1,80058,1,439486023.7
52290,rte,3.51844E+13,7.625,2.5,0.1,80058,1,439486023.7
52291,std,3.51844E+13,7.625,2.5,0.9,58,1,6.06627E+11
52292,rte,3.51844E+13,7.625,2.5,0.9,58,1,6.06627E+11
52293,std,3.51844E+13,7.625,2.5,0.9,10058,1,3498147951
52294,rte,3.51844E+13,7.625,2.5,0.9,10058,1,3498147951
52295,std,3.51844E+13,7.625,2.5,0.9,20058,1,1754131623
52296,rte,3.51844E+13,7.625,2.5,0.9,20058,1,1754131623
52297,std,3.51844E+13,7.625,2.5,0.9,30058,1,1170549341
52298,rte,3.51844E+13,7.625,2.5,0.9,30058,1,1170549341
52299,std,3.51844E+13,7.625,2.5,0.9,40058,1,878335715.4
52300,rte,3.51844E+13,7.625,2.5,0.9,40058,1,878335715.4
52301,std,3.51844E+13,7.625,2.5,0.9,50058,1,702872110.1
52302,rte,3.51844E+13,7.625,2.5,0.9,50058,1,702872110.1
52303,std,3.51844E+13,7.625,2.5,0.9,60058,1,585839889.6
52304,rte,3.51844E+13,7.625,2.5,0.9,60058,1,585839889.6
52305,std,3.51844E+13,7.625,2.5,0.9,70058,1,502217763.7
52306,rte,3.51844E+13,7.625,2.5,0.9,70058,1,502217763.7
52307,std,3.51844E+13,7.625,2.5,0.9,80058,1,439486023.7
52308,rte,3.51844E+13,7.625,2.5,0.9,80058,1,439486023.7
52309,std,3.51844E+13,7.625,2.5,1.7,58,1,6.06627E+11
52310,rte,3.51844E+13,7.625,2.5,1.7,58,1,6.06627E+11
52311,std,3.51844E+13,7.625,2.5,1.7,10058,1,3498147951
52312,rte,3.51844E+13,7.625,2.5,1.7,10058,1,3498147951
52313,std,3.51844E+13,7.625,2.5,1.7,20058,1,1754131623
52314,rte,3.51844E+13,7.625,2.5,1.7,20058,1,1754131623
52315,std,3.51844E+13,7.625,2.5,1.7,30058,1,1170549341
52316,rte,3.51844E+13,7.625,2.5,1.7,30058,1,1170549341
52317,std,3.51844E+13,7.625,2.5,1.7,40058,1,878335715.4
52318,rte,3.51844E+13,7.625,2.5,1.7,40058,1,878335715.4
52319,std,3.51844E+13,7.625,2.5,1.7,50058,1,702872110.1
52320,rte,3.51844E+13,7.625,2.5,1.7,50058,1,702872110.1
52321,std,3.51844E+13,7.625,2.5,1.7,60058,1,585839889.6
52322,rte,3.51844E+13,7.625,2.5,1.7,60058,1,585839889.6
52323,std,3.51844E+13,7.625,2.5,1.7,70058,1,502217763.7
52324,rte,3.51844E+13,7.625,2.5,1.7,70058,1,502217763.7
52325,std,3.51844E+13,7.625,2.5,1.7,80058,1,439486023.7
52326,rte,3.51844E+13,7.625,2.5,1.7,80058,1,439486023.7
52327,std,3.51844E+13,7.625,2.5,2.5,58,1,6.06627E+11
52328,rte,3.51844E+13,7.625,2.5,2.5,58,1,6.06627E+11
52329,std,3.51844E+13,7.625,2.5,2.5,10058,1,3498147951
52330,rte,3.51844E+13,7.625,2.5,2.5,10058,1,3498147951
52331,std,3.51844E+13,7.625,2.5,2.5,20058,1,1754131623
52332,rte,3.51844E+13,7.625,2.5,2.5,20058,1,1754131623
52333,std,3.51844E+13,7.625,2.5,2.5,30058,1,1170549341
52334,rte,3.51844E+13,7.625,2.5,2.5,30058,1,1170549341
52335,std,3.51844E+13,7.625,2.5,2.5,40058,1,878335715.4
52336,rte,3.51844E+13,7.625,2.5,2.5,40058,1,878335715.4
52337,std,3.51844E+13,7.625,2.5,2.5,50058,1,702872110.1
52338,rte,3.51844E+13,7.625,2.5,2.5,50058,1,702872110.1
52339,std,3.51844E+13,7.625,2.5,2.5,60058,1,585839889.6
52340,rte,3.51844E+13,7.625,2.5,2.5,60058,1,585839889.6
52341,std,3.51844E+13,7.625,2.5,2.5,70058,1,502217763.7
52342,rte,3.51844E+13,7.625,2.5,2.5,70058,1,502217763.7
52343,std,3.51844E+13,7.625,2.5,2.5,80058,1,439486023.7
52344,rte,3.51844E+13,7.625,2.5,2.5,80058,1,439486023.7
52345,std,3.51844E+13,7.625,2.5,3.3,58,1,6.06627E+11
52346,rte,3.51844E+13,7.625,2.5,3.3,58,1,6.06627E+11
52347,std,3.51844E+13,7.625,2.5,3.3,10058,1,3498147951
52348,rte,3.51844E+13,7.625,2.5,3.3,10058,1,3498147951
52349,std,3.51844E+13,7.625,2.5,3.3,20058,1,1754131623
52350,rte,3.51844E+13,7.625,2.5,3.3,20058,1,1754131623
52351,std,3.51844E+13,7.625,2.5,3.3,30058,1,1170549341
52352,rte,3.51844E+13,7.625,2.5,3.3,30058,1,1170549341
52353,std,3.51844E+13,7.625,2.5,3.3,40058,1,878335715.4
52354,rte,3.51844E+13,7.625,2.5,3.3,40058,1,878335715.4
52355,std,3.51844E+13,7.625,2.5,3.3,50058,1,702872110.1
52356,rte,3.51844E+13,7.625,2.5,3.3,50058,1,702872110.1
52357,std,3.51844E+13,7.625,2.5,3.3,60058,1,585839889.6
52358,rte,3.51844E+13,7.625,2.5,3.3,60058,1,585839889.6
52359,std,3.51844E+13,7.625,2.5,3.3,70058,1,502217763.7
52360,rte,3.51844E+13,7.625,2.5,3.3,70058,1,502217763.7
52361,std,3.51844E+13,7.625,2.5,3.3,80058,1,439486023.7
52362,rte,3.51844E+13,7.625,2.5,3.3,80058,1,439486023.7
52363,std,3.51844E+13,7.625,2.5,4.1,58,1,6.06627E+11
52364,rte,3.51844E+13,7.625,2.5,4.1,58,1,6.06627E+11
52365,std,3.51844E+13,7.625,2.5,4.1,10058,1,3498147951
52366,rte,3.51844E+13,7.625,2.5,4.1,10058,1,3498147951
52367,std,3.51844E+13,7.625,2.5,4.1,20058,1,1754131623
52368,rte,3.51844E+13,7.625,2.5,4.1,20058,1,1754131623
52369,std,3.51844E+13,7.625,2.5,4.1,30058,1,1170549341
52370,rte,3.51844E+13,7.625,2.5,4.1,30058,1,1170549341
52371,std,3.51844E+13,7.625,2.5,4.1,40058,1,878335715.4
52372,rte,3.51844E+13,7.625,2.5,4.1,40058,1,878335715.4
52373,std,3.51844E+13,7.625,2.5,4.1,50058,1,702872110.1
52374,rte,3.51844E+13,7.625,2.5,4.1,50058,1,702872110.1
52375,std,3.51844E+13,7.625,2.5,4.1,60058,1,585839889.6
52376,rte,3.51844E+13,7.625,2.5,4.1,60058,1,585839889.6
52377,std,3.51844E+13,7.625,2.5,4.1,70058,1,502217763.7
52378,rte,3.51844E+13,7.625,2.5,4.1,70058,1,502217763.7
