"","Packet.Size","Initial.Energy.joules.","Transmission.Power.Watts.","Reception.Power.Watts.","Connection.Data.Rate.bits.sec.","Packets.Sent","Time.to.Compromise.seconds."
"33776",1.09951e+12,7.625,4.9,3.3,30058,1,36579666.9
"33778",1.09951e+12,7.625,4.9,3.3,40058,1,27447991.11
"33780",1.09951e+12,7.625,4.9,3.3,50058,1,21964753.44
"33782",1.09951e+12,7.625,4.9,3.3,60058,1,18307496.55
"33784",1.09951e+12,7.625,4.9,3.3,70058,1,15694305.12
"33786",1.09951e+12,7.625,4.9,3.3,80058,1,13733938.24
"33788",1.09951e+12,7.625,4.9,4.1,58,1,18957097031
"33790",1.09951e+12,7.625,4.9,4.1,10058,1,109317123.5
"33792",1.09951e+12,7.625,4.9,4.1,20058,1,54816613.21
"33794",1.09951e+12,7.625,4.9,4.1,30058,1,36579666.9
"33796",1.09951e+12,7.625,4.9,4.1,40058,1,27447991.11
"33798",1.09951e+12,7.625,4.9,4.1,50058,1,21964753.44
"33800",1.09951e+12,7.625,4.9,4.1,60058,1,18307496.55
"33802",1.09951e+12,7.625,4.9,4.1,70058,1,15694305.12
"33804",1.09951e+12,7.625,4.9,4.1,80058,1,13733938.24
"33806",1.09951e+12,7.625,4.9,4.9,58,1,18957097031
"33808",1.09951e+12,7.625,4.9,4.9,10058,1,109317123.5
"33810",1.09951e+12,7.625,4.9,4.9,20058,1,54816613.21
"33812",1.09951e+12,7.625,4.9,4.9,30058,1,36579666.9
"33814",1.09951e+12,7.625,4.9,4.9,40058,1,27447991.11
"33816",1.09951e+12,7.625,4.9,4.9,50058,1,21964753.44
"33818",1.09951e+12,7.625,4.9,4.9,60058,1,18307496.55
"33820",1.09951e+12,7.625,4.9,4.9,70058,1,15694305.12
"33822",1.09951e+12,7.625,4.9,4.9,80058,1,13733938.24
"33824",1.09951e+12,7.625,4.9,5.7,58,1,18957097031
"33826",1.09951e+12,7.625,4.9,5.7,10058,1,109317123.5
"33828",1.09951e+12,7.625,4.9,5.7,20058,1,54816613.21
"33830",1.09951e+12,7.625,4.9,5.7,30058,1,36579666.9
"33832",1.09951e+12,7.625,4.9,5.7,40058,1,27447991.11
"33834",1.09951e+12,7.625,4.9,5.7,50058,1,21964753.44
"33836",1.09951e+12,7.625,4.9,5.7,60058,1,18307496.55
"33838",1.09951e+12,7.625,4.9,5.7,70058,1,15694305.12
"33840",1.09951e+12,7.625,4.9,5.7,80058,1,13733938.24
"33842",1.09951e+12,7.625,5.7,0.1,58,1,18957097031
"33844",1.09951e+12,7.625,5.7,0.1,10058,1,109317123.5
"33846",1.09951e+12,7.625,5.7,0.1,20058,1,54816613.21
"33848",1.09951e+12,7.625,5.7,0.1,30058,1,36579666.9
"33850",1.09951e+12,7.625,5.7,0.1,40058,1,27447991.11
"33852",1.09951e+12,7.625,5.7,0.1,50058,1,21964753.44
"33854",1.09951e+12,7.625,5.7,0.1,60058,1,18307496.55
"33856",1.09951e+12,7.625,5.7,0.1,70058,1,15694305.12
"33858",1.09951e+12,7.625,5.7,0.1,80058,1,13733938.24
"33860",1.09951e+12,7.625,5.7,0.9,58,1,18957097031
"33862",1.09951e+12,7.625,5.7,0.9,10058,1,109317123.5
"33864",1.09951e+12,7.625,5.7,0.9,20058,1,54816613.21
"33866",1.09951e+12,7.625,5.7,0.9,30058,1,36579666.9
"33868",1.09951e+12,7.625,5.7,0.9,40058,1,27447991.11
"33870",1.09951e+12,7.625,5.7,0.9,50058,1,21964753.44
"33872",1.09951e+12,7.625,5.7,0.9,60058,1,18307496.55
"33874",1.09951e+12,7.625,5.7,0.9,70058,1,15694305.12
"33876",1.09951e+12,7.625,5.7,0.9,80058,1,13733938.24
"33878",1.09951e+12,7.625,5.7,1.7,58,1,18957097031
"33880",1.09951e+12,7.625,5.7,1.7,10058,1,109317123.5
"33882",1.09951e+12,7.625,5.7,1.7,20058,1,54816613.21
"33884",1.09951e+12,7.625,5.7,1.7,30058,1,36579666.9
"33886",1.09951e+12,7.625,5.7,1.7,40058,1,27447991.11
"33888",1.09951e+12,7.625,5.7,1.7,50058,1,21964753.44
"33890",1.09951e+12,7.625,5.7,1.7,60058,1,18307496.55
"33892",1.09951e+12,7.625,5.7,1.7,70058,1,15694305.12
"33894",1.09951e+12,7.625,5.7,1.7,80058,1,13733938.24
"33896",1.09951e+12,7.625,5.7,2.5,58,1,18957097031
"33898",1.09951e+12,7.625,5.7,2.5,10058,1,109317123.5
"33900",1.09951e+12,7.625,5.7,2.5,20058,1,54816613.21
"33902",1.09951e+12,7.625,5.7,2.5,30058,1,36579666.9
"33904",1.09951e+12,7.625,5.7,2.5,40058,1,27447991.11
"33906",1.09951e+12,7.625,5.7,2.5,50058,1,21964753.44
"33908",1.09951e+12,7.625,5.7,2.5,60058,1,18307496.55
"33910",1.09951e+12,7.625,5.7,2.5,70058,1,15694305.12
"33912",1.09951e+12,7.625,5.7,2.5,80058,1,13733938.24
"33914",1.09951e+12,7.625,5.7,3.3,58,1,18957097031
"33916",1.09951e+12,7.625,5.7,3.3,10058,1,109317123.5
"33918",1.09951e+12,7.625,5.7,3.3,20058,1,54816613.21
"33920",1.09951e+12,7.625,5.7,3.3,30058,1,36579666.9
"33922",1.09951e+12,7.625,5.7,3.3,40058,1,27447991.11
"33924",1.09951e+12,7.625,5.7,3.3,50058,1,21964753.44
"33926",1.09951e+12,7.625,5.7,3.3,60058,1,18307496.55
"33928",1.09951e+12,7.625,5.7,3.3,70058,1,15694305.12
"33930",1.09951e+12,7.625,5.7,3.3,80058,1,13733938.24
"33932",1.09951e+12,7.625,5.7,4.1,58,1,18957097031
"33934",1.09951e+12,7.625,5.7,4.1,10058,1,109317123.5
"33936",1.09951e+12,7.625,5.7,4.1,20058,1,54816613.21
"33938",1.09951e+12,7.625,5.7,4.1,30058,1,36579666.9
"33940",1.09951e+12,7.625,5.7,4.1,40058,1,27447991.11
"33942",1.09951e+12,7.625,5.7,4.1,50058,1,21964753.44
"33944",1.09951e+12,7.625,5.7,4.1,60058,1,18307496.55
"33946",1.09951e+12,7.625,5.7,4.1,70058,1,15694305.12
"33948",1.09951e+12,7.625,5.7,4.1,80058,1,13733938.24
"33950",1.09951e+12,7.625,5.7,4.9,58,1,18957097031
"33952",1.09951e+12,7.625,5.7,4.9,10058,1,109317123.5
"33954",1.09951e+12,7.625,5.7,4.9,20058,1,54816613.21
"33956",1.09951e+12,7.625,5.7,4.9,30058,1,36579666.9
"33958",1.09951e+12,7.625,5.7,4.9,40058,1,27447991.11
"33960",1.09951e+12,7.625,5.7,4.9,50058,1,21964753.44
"33962",1.09951e+12,7.625,5.7,4.9,60058,1,18307496.55
"33964",1.09951e+12,7.625,5.7,4.9,70058,1,15694305.12
"33966",1.09951e+12,7.625,5.7,4.9,80058,1,13733938.24
"33968",1.09951e+12,7.625,5.7,5.7,58,1,18957097031
"33970",1.09951e+12,7.625,5.7,5.7,10058,1,109317123.5
"33972",1.09951e+12,7.625,5.7,5.7,20058,1,54816613.21
"33974",1.09951e+12,7.625,5.7,5.7,30058,1,36579666.9
"33976",1.09951e+12,7.625,5.7,5.7,40058,1,27447991.11
"33978",1.09951e+12,7.625,5.7,5.7,50058,1,21964753.44
"33980",1.09951e+12,7.625,5.7,5.7,60058,1,18307496.55
"33982",1.09951e+12,7.625,5.7,5.7,70058,1,15694305.12
"33984",1.09951e+12,7.625,5.7,5.7,80058,1,13733938.24
"33986",1.09951e+12,10.125,0.1,0.1,58,1,18957097031
"33988",1.09951e+12,10.125,0.1,0.1,10058,1,109317123.5
"33990",1.09951e+12,10.125,0.1,0.1,20058,1,54816613.21
"33992",1.09951e+12,10.125,0.1,0.1,30058,1,36579666.9
"33994",1.09951e+12,10.125,0.1,0.1,40058,1,27447991.11
"33996",1.09951e+12,10.125,0.1,0.1,50058,1,21964753.44
"33998",1.09951e+12,10.125,0.1,0.1,60058,1,18307496.55
"34000",1.09951e+12,10.125,0.1,0.1,70058,1,15694305.12
"34002",1.09951e+12,10.125,0.1,0.1,80058,1,13733938.24
"34004",1.09951e+12,10.125,0.1,0.9,58,1,18957097031
"34006",1.09951e+12,10.125,0.1,0.9,10058,1,109317123.5
"34008",1.09951e+12,10.125,0.1,0.9,20058,1,54816613.21
"34010",1.09951e+12,10.125,0.1,0.9,30058,1,36579666.9
"34012",1.09951e+12,10.125,0.1,0.9,40058,1,27447991.11
"34014",1.09951e+12,10.125,0.1,0.9,50058,1,21964753.44
"34016",1.09951e+12,10.125,0.1,0.9,60058,1,18307496.55
"34018",1.09951e+12,10.125,0.1,0.9,70058,1,15694305.12
"34020",1.09951e+12,10.125,0.1,0.9,80058,1,13733938.24
"34022",1.09951e+12,10.125,0.1,1.7,58,1,18957097031
"34024",1.09951e+12,10.125,0.1,1.7,10058,1,109317123.5
"34026",1.09951e+12,10.125,0.1,1.7,20058,1,54816613.21
"34028",1.09951e+12,10.125,0.1,1.7,30058,1,36579666.9
"34030",1.09951e+12,10.125,0.1,1.7,40058,1,27447991.11
"34032",1.09951e+12,10.125,0.1,1.7,50058,1,21964753.44
"34034",1.09951e+12,10.125,0.1,1.7,60058,1,18307496.55
"34036",1.09951e+12,10.125,0.1,1.7,70058,1,15694305.12
"34038",1.09951e+12,10.125,0.1,1.7,80058,1,13733938.24
"34040",1.09951e+12,10.125,0.1,2.5,58,1,18957097031
"34042",1.09951e+12,10.125,0.1,2.5,10058,1,109317123.5
"34044",1.09951e+12,10.125,0.1,2.5,20058,1,54816613.21
"34046",1.09951e+12,10.125,0.1,2.5,30058,1,36579666.9
"34048",1.09951e+12,10.125,0.1,2.5,40058,1,27447991.11
"34050",1.09951e+12,10.125,0.1,2.5,50058,1,21964753.44
"34052",1.09951e+12,10.125,0.1,2.5,60058,1,18307496.55
"34054",1.09951e+12,10.125,0.1,2.5,70058,1,15694305.12
"34056",1.09951e+12,10.125,0.1,2.5,80058,1,13733938.24
"34058",1.09951e+12,10.125,0.1,3.3,58,1,18957097031
"34060",1.09951e+12,10.125,0.1,3.3,10058,1,109317123.5
"34062",1.09951e+12,10.125,0.1,3.3,20058,1,54816613.21
"34064",1.09951e+12,10.125,0.1,3.3,30058,1,36579666.9
"34066",1.09951e+12,10.125,0.1,3.3,40058,1,27447991.11
"34068",1.09951e+12,10.125,0.1,3.3,50058,1,21964753.44
"34070",1.09951e+12,10.125,0.1,3.3,60058,1,18307496.55
"34072",1.09951e+12,10.125,0.1,3.3,70058,1,15694305.12
"34074",1.09951e+12,10.125,0.1,3.3,80058,1,13733938.24
"34076",1.09951e+12,10.125,0.1,4.1,58,1,18957097031
"34078",1.09951e+12,10.125,0.1,4.1,10058,1,109317123.5
"34080",1.09951e+12,10.125,0.1,4.1,20058,1,54816613.21
"34082",1.09951e+12,10.125,0.1,4.1,30058,1,36579666.9
"34084",1.09951e+12,10.125,0.1,4.1,40058,1,27447991.11
"34086",1.09951e+12,10.125,0.1,4.1,50058,1,21964753.44
"34088",1.09951e+12,10.125,0.1,4.1,60058,1,18307496.55
"34090",1.09951e+12,10.125,0.1,4.1,70058,1,15694305.12
"34092",1.09951e+12,10.125,0.1,4.1,80058,1,13733938.24
"34094",1.09951e+12,10.125,0.1,4.9,58,1,18957097031
"34096",1.09951e+12,10.125,0.1,4.9,10058,1,109317123.5
"34098",1.09951e+12,10.125,0.1,4.9,20058,1,54816613.21
"34100",1.09951e+12,10.125,0.1,4.9,30058,1,36579666.9
"34102",1.09951e+12,10.125,0.1,4.9,40058,1,27447991.11
"34104",1.09951e+12,10.125,0.1,4.9,50058,1,21964753.44
"34106",1.09951e+12,10.125,0.1,4.9,60058,1,18307496.55
"34108",1.09951e+12,10.125,0.1,4.9,70058,1,15694305.12
"34110",1.09951e+12,10.125,0.1,4.9,80058,1,13733938.24
"34112",1.09951e+12,10.125,0.1,5.7,58,1,18957097031
"34114",1.09951e+12,10.125,0.1,5.7,10058,1,109317123.5
"34116",1.09951e+12,10.125,0.1,5.7,20058,1,54816613.21
"34118",1.09951e+12,10.125,0.1,5.7,30058,1,36579666.9
"34120",1.09951e+12,10.125,0.1,5.7,40058,1,27447991.11
"34122",1.09951e+12,10.125,0.1,5.7,50058,1,21964753.44
"34124",1.09951e+12,10.125,0.1,5.7,60058,1,18307496.55
"34126",1.09951e+12,10.125,0.1,5.7,70058,1,15694305.12
"34128",1.09951e+12,10.125,0.1,5.7,80058,1,13733938.24
"34130",1.09951e+12,10.125,0.9,0.1,58,1,18957097031
"34132",1.09951e+12,10.125,0.9,0.1,10058,1,109317123.5
"34134",1.09951e+12,10.125,0.9,0.1,20058,1,54816613.21
"34136",1.09951e+12,10.125,0.9,0.1,30058,1,36579666.9
"34138",1.09951e+12,10.125,0.9,0.1,40058,1,27447991.11
"34140",1.09951e+12,10.125,0.9,0.1,50058,1,21964753.44
"34142",1.09951e+12,10.125,0.9,0.1,60058,1,18307496.55
"34144",1.09951e+12,10.125,0.9,0.1,70058,1,15694305.12
"34146",1.09951e+12,10.125,0.9,0.1,80058,1,13733938.24
"34148",1.09951e+12,10.125,0.9,0.9,58,1,18957097031
"34150",1.09951e+12,10.125,0.9,0.9,10058,1,109317123.5
"34152",1.09951e+12,10.125,0.9,0.9,20058,1,54816613.21
"34154",1.09951e+12,10.125,0.9,0.9,30058,1,36579666.9
"34156",1.09951e+12,10.125,0.9,0.9,40058,1,27447991.11
"34158",1.09951e+12,10.125,0.9,0.9,50058,1,21964753.44
"34160",1.09951e+12,10.125,0.9,0.9,60058,1,18307496.55
"34162",1.09951e+12,10.125,0.9,0.9,70058,1,15694305.12
"34164",1.09951e+12,10.125,0.9,0.9,80058,1,13733938.24
"34166",1.09951e+12,10.125,0.9,1.7,58,1,18957097031
"34168",1.09951e+12,10.125,0.9,1.7,10058,1,109317123.5
"34170",1.09951e+12,10.125,0.9,1.7,20058,1,54816613.21
"34172",1.09951e+12,10.125,0.9,1.7,30058,1,36579666.9
"34174",1.09951e+12,10.125,0.9,1.7,40058,1,27447991.11
"34176",1.09951e+12,10.125,0.9,1.7,50058,1,21964753.44
"34178",1.09951e+12,10.125,0.9,1.7,60058,1,18307496.55
"34180",1.09951e+12,10.125,0.9,1.7,70058,1,15694305.12
"34182",1.09951e+12,10.125,0.9,1.7,80058,1,13733938.24
"34184",1.09951e+12,10.125,0.9,2.5,58,1,18957097031
"34186",1.09951e+12,10.125,0.9,2.5,10058,1,109317123.5
"34188",1.09951e+12,10.125,0.9,2.5,20058,1,54816613.21
"34190",1.09951e+12,10.125,0.9,2.5,30058,1,36579666.9
"34192",1.09951e+12,10.125,0.9,2.5,40058,1,27447991.11
"34194",1.09951e+12,10.125,0.9,2.5,50058,1,21964753.44
"34196",1.09951e+12,10.125,0.9,2.5,60058,1,18307496.55
"34198",1.09951e+12,10.125,0.9,2.5,70058,1,15694305.12
"34200",1.09951e+12,10.125,0.9,2.5,80058,1,13733938.24
"34202",1.09951e+12,10.125,0.9,3.3,58,1,18957097031
"34204",1.09951e+12,10.125,0.9,3.3,10058,1,109317123.5
"34206",1.09951e+12,10.125,0.9,3.3,20058,1,54816613.21
"34208",1.09951e+12,10.125,0.9,3.3,30058,1,36579666.9
"34210",1.09951e+12,10.125,0.9,3.3,40058,1,27447991.11
"34212",1.09951e+12,10.125,0.9,3.3,50058,1,21964753.44
"34214",1.09951e+12,10.125,0.9,3.3,60058,1,18307496.55
"34216",1.09951e+12,10.125,0.9,3.3,70058,1,15694305.12
"34218",1.09951e+12,10.125,0.9,3.3,80058,1,13733938.24
"34220",1.09951e+12,10.125,0.9,4.1,58,1,18957097031
"34222",1.09951e+12,10.125,0.9,4.1,10058,1,109317123.5
"34224",1.09951e+12,10.125,0.9,4.1,20058,1,54816613.21
"34226",1.09951e+12,10.125,0.9,4.1,30058,1,36579666.9
"34228",1.09951e+12,10.125,0.9,4.1,40058,1,27447991.11
"34230",1.09951e+12,10.125,0.9,4.1,50058,1,21964753.44
"34232",1.09951e+12,10.125,0.9,4.1,60058,1,18307496.55
"34234",1.09951e+12,10.125,0.9,4.1,70058,1,15694305.12
"34236",1.09951e+12,10.125,0.9,4.1,80058,1,13733938.24
"34238",1.09951e+12,10.125,0.9,4.9,58,1,18957097031
"34240",1.09951e+12,10.125,0.9,4.9,10058,1,109317123.5
"34242",1.09951e+12,10.125,0.9,4.9,20058,1,54816613.21
"34244",1.09951e+12,10.125,0.9,4.9,30058,1,36579666.9
"34246",1.09951e+12,10.125,0.9,4.9,40058,1,27447991.11
"34248",1.09951e+12,10.125,0.9,4.9,50058,1,21964753.44
"34250",1.09951e+12,10.125,0.9,4.9,60058,1,18307496.55
"34252",1.09951e+12,10.125,0.9,4.9,70058,1,15694305.12
"34254",1.09951e+12,10.125,0.9,4.9,80058,1,13733938.24
"34256",1.09951e+12,10.125,0.9,5.7,58,1,18957097031
"34258",1.09951e+12,10.125,0.9,5.7,10058,1,109317123.5
"34260",1.09951e+12,10.125,0.9,5.7,20058,1,54816613.21
"34262",1.09951e+12,10.125,0.9,5.7,30058,1,36579666.9
"34264",1.09951e+12,10.125,0.9,5.7,40058,1,27447991.11
"34266",1.09951e+12,10.125,0.9,5.7,50058,1,21964753.44
"34268",1.09951e+12,10.125,0.9,5.7,60058,1,18307496.55
"34270",1.09951e+12,10.125,0.9,5.7,70058,1,15694305.12
"34272",1.09951e+12,10.125,0.9,5.7,80058,1,13733938.24
"34274",1.09951e+12,10.125,1.7,0.1,58,1,18957097031
"34276",1.09951e+12,10.125,1.7,0.1,10058,1,109317123.5
"34278",1.09951e+12,10.125,1.7,0.1,20058,1,54816613.21
"34280",1.09951e+12,10.125,1.7,0.1,30058,1,36579666.9
"34282",1.09951e+12,10.125,1.7,0.1,40058,1,27447991.11
"34284",1.09951e+12,10.125,1.7,0.1,50058,1,21964753.44
"34286",1.09951e+12,10.125,1.7,0.1,60058,1,18307496.55
"34288",1.09951e+12,10.125,1.7,0.1,70058,1,15694305.12
"34290",1.09951e+12,10.125,1.7,0.1,80058,1,13733938.24
"34292",1.09951e+12,10.125,1.7,0.9,58,1,18957097031
"34294",1.09951e+12,10.125,1.7,0.9,10058,1,109317123.5
"34296",1.09951e+12,10.125,1.7,0.9,20058,1,54816613.21
"34298",1.09951e+12,10.125,1.7,0.9,30058,1,36579666.9
"34300",1.09951e+12,10.125,1.7,0.9,40058,1,27447991.11
"34302",1.09951e+12,10.125,1.7,0.9,50058,1,21964753.44
"34304",1.09951e+12,10.125,1.7,0.9,60058,1,18307496.55
"34306",1.09951e+12,10.125,1.7,0.9,70058,1,15694305.12
"34308",1.09951e+12,10.125,1.7,0.9,80058,1,13733938.24
"34310",1.09951e+12,10.125,1.7,1.7,58,1,18957097031
"34312",1.09951e+12,10.125,1.7,1.7,10058,1,109317123.5
"34314",1.09951e+12,10.125,1.7,1.7,20058,1,54816613.21
"34316",1.09951e+12,10.125,1.7,1.7,30058,1,36579666.9
"34318",1.09951e+12,10.125,1.7,1.7,40058,1,27447991.11
"34320",1.09951e+12,10.125,1.7,1.7,50058,1,21964753.44
"34322",1.09951e+12,10.125,1.7,1.7,60058,1,18307496.55
"34324",1.09951e+12,10.125,1.7,1.7,70058,1,15694305.12
"34326",1.09951e+12,10.125,1.7,1.7,80058,1,13733938.24
"34328",1.09951e+12,10.125,1.7,2.5,58,1,18957097031
"34330",1.09951e+12,10.125,1.7,2.5,10058,1,109317123.5
"34332",1.09951e+12,10.125,1.7,2.5,20058,1,54816613.21
"34334",1.09951e+12,10.125,1.7,2.5,30058,1,36579666.9
"34336",1.09951e+12,10.125,1.7,2.5,40058,1,27447991.11
"34338",1.09951e+12,10.125,1.7,2.5,50058,1,21964753.44
"34340",1.09951e+12,10.125,1.7,2.5,60058,1,18307496.55
"34342",1.09951e+12,10.125,1.7,2.5,70058,1,15694305.12
"34344",1.09951e+12,10.125,1.7,2.5,80058,1,13733938.24
"34346",1.09951e+12,10.125,1.7,3.3,58,1,18957097031
"34348",1.09951e+12,10.125,1.7,3.3,10058,1,109317123.5
"34350",1.09951e+12,10.125,1.7,3.3,20058,1,54816613.21
"34352",1.09951e+12,10.125,1.7,3.3,30058,1,36579666.9
"34354",1.09951e+12,10.125,1.7,3.3,40058,1,27447991.11
"34356",1.09951e+12,10.125,1.7,3.3,50058,1,21964753.44
"34358",1.09951e+12,10.125,1.7,3.3,60058,1,18307496.55
"34360",1.09951e+12,10.125,1.7,3.3,70058,1,15694305.12
"34362",1.09951e+12,10.125,1.7,3.3,80058,1,13733938.24
"34364",1.09951e+12,10.125,1.7,4.1,58,1,18957097031
"34366",1.09951e+12,10.125,1.7,4.1,10058,1,109317123.5
"34368",1.09951e+12,10.125,1.7,4.1,20058,1,54816613.21
"34370",1.09951e+12,10.125,1.7,4.1,30058,1,36579666.9
"34372",1.09951e+12,10.125,1.7,4.1,40058,1,27447991.11
"34374",1.09951e+12,10.125,1.7,4.1,50058,1,21964753.44
"34376",1.09951e+12,10.125,1.7,4.1,60058,1,18307496.55
"34378",1.09951e+12,10.125,1.7,4.1,70058,1,15694305.12
"34380",1.09951e+12,10.125,1.7,4.1,80058,1,13733938.24
"34382",1.09951e+12,10.125,1.7,4.9,58,1,18957097031
"34384",1.09951e+12,10.125,1.7,4.9,10058,1,109317123.5
"34386",1.09951e+12,10.125,1.7,4.9,20058,1,54816613.21
"34388",1.09951e+12,10.125,1.7,4.9,30058,1,36579666.9
"34390",1.09951e+12,10.125,1.7,4.9,40058,1,27447991.11
"34392",1.09951e+12,10.125,1.7,4.9,50058,1,21964753.44
"34394",1.09951e+12,10.125,1.7,4.9,60058,1,18307496.55
"34396",1.09951e+12,10.125,1.7,4.9,70058,1,15694305.12
"34398",1.09951e+12,10.125,1.7,4.9,80058,1,13733938.24
"34400",1.09951e+12,10.125,1.7,5.7,58,1,18957097031
"34402",1.09951e+12,10.125,1.7,5.7,10058,1,109317123.5
"34404",1.09951e+12,10.125,1.7,5.7,20058,1,54816613.21
"34406",1.09951e+12,10.125,1.7,5.7,30058,1,36579666.9
"34408",1.09951e+12,10.125,1.7,5.7,40058,1,27447991.11
"34410",1.09951e+12,10.125,1.7,5.7,50058,1,21964753.44
"34412",1.09951e+12,10.125,1.7,5.7,60058,1,18307496.55
"34414",1.09951e+12,10.125,1.7,5.7,70058,1,15694305.12
"34416",1.09951e+12,10.125,1.7,5.7,80058,1,13733938.24
"34418",1.09951e+12,10.125,2.5,0.1,58,1,18957097031
"34420",1.09951e+12,10.125,2.5,0.1,10058,1,109317123.5
"34422",1.09951e+12,10.125,2.5,0.1,20058,1,54816613.21
"34424",1.09951e+12,10.125,2.5,0.1,30058,1,36579666.9
"34426",1.09951e+12,10.125,2.5,0.1,40058,1,27447991.11
"34428",1.09951e+12,10.125,2.5,0.1,50058,1,21964753.44
"34430",1.09951e+12,10.125,2.5,0.1,60058,1,18307496.55
"34432",1.09951e+12,10.125,2.5,0.1,70058,1,15694305.12
"34434",1.09951e+12,10.125,2.5,0.1,80058,1,13733938.24
"34436",1.09951e+12,10.125,2.5,0.9,58,1,18957097031
"34438",1.09951e+12,10.125,2.5,0.9,10058,1,109317123.5
"34440",1.09951e+12,10.125,2.5,0.9,20058,1,54816613.21
"34442",1.09951e+12,10.125,2.5,0.9,30058,1,36579666.9
"34444",1.09951e+12,10.125,2.5,0.9,40058,1,27447991.11
"34446",1.09951e+12,10.125,2.5,0.9,50058,1,21964753.44
"34448",1.09951e+12,10.125,2.5,0.9,60058,1,18307496.55
"34450",1.09951e+12,10.125,2.5,0.9,70058,1,15694305.12
"34452",1.09951e+12,10.125,2.5,0.9,80058,1,13733938.24
"34454",1.09951e+12,10.125,2.5,1.7,58,1,18957097031
"34456",1.09951e+12,10.125,2.5,1.7,10058,1,109317123.5
"34458",1.09951e+12,10.125,2.5,1.7,20058,1,54816613.21
"34460",1.09951e+12,10.125,2.5,1.7,30058,1,36579666.9
"34462",1.09951e+12,10.125,2.5,1.7,40058,1,27447991.11
"34464",1.09951e+12,10.125,2.5,1.7,50058,1,21964753.44
"34466",1.09951e+12,10.125,2.5,1.7,60058,1,18307496.55
"34468",1.09951e+12,10.125,2.5,1.7,70058,1,15694305.12
"34470",1.09951e+12,10.125,2.5,1.7,80058,1,13733938.24
"34472",1.09951e+12,10.125,2.5,2.5,58,1,18957097031
"34474",1.09951e+12,10.125,2.5,2.5,10058,1,109317123.5
"34476",1.09951e+12,10.125,2.5,2.5,20058,1,54816613.21
"34478",1.09951e+12,10.125,2.5,2.5,30058,1,36579666.9
"34480",1.09951e+12,10.125,2.5,2.5,40058,1,27447991.11
"34482",1.09951e+12,10.125,2.5,2.5,50058,1,21964753.44
"34484",1.09951e+12,10.125,2.5,2.5,60058,1,18307496.55
"34486",1.09951e+12,10.125,2.5,2.5,70058,1,15694305.12
"34488",1.09951e+12,10.125,2.5,2.5,80058,1,13733938.24
"34490",1.09951e+12,10.125,2.5,3.3,58,1,18957097031
"34492",1.09951e+12,10.125,2.5,3.3,10058,1,109317123.5
"34494",1.09951e+12,10.125,2.5,3.3,20058,1,54816613.21
"34496",1.09951e+12,10.125,2.5,3.3,30058,1,36579666.9
"34498",1.09951e+12,10.125,2.5,3.3,40058,1,27447991.11
"34500",1.09951e+12,10.125,2.5,3.3,50058,1,21964753.44
"34502",1.09951e+12,10.125,2.5,3.3,60058,1,18307496.55
"34504",1.09951e+12,10.125,2.5,3.3,70058,1,15694305.12
"34506",1.09951e+12,10.125,2.5,3.3,80058,1,13733938.24
"34508",1.09951e+12,10.125,2.5,4.1,58,1,18957097031
"34510",1.09951e+12,10.125,2.5,4.1,10058,1,109317123.5
"34512",1.09951e+12,10.125,2.5,4.1,20058,1,54816613.21
"34514",1.09951e+12,10.125,2.5,4.1,30058,1,36579666.9
"34516",1.09951e+12,10.125,2.5,4.1,40058,1,27447991.11
"34518",1.09951e+12,10.125,2.5,4.1,50058,1,21964753.44
"34520",1.09951e+12,10.125,2.5,4.1,60058,1,18307496.55
"34522",1.09951e+12,10.125,2.5,4.1,70058,1,15694305.12
"34524",1.09951e+12,10.125,2.5,4.1,80058,1,13733938.24
"34526",1.09951e+12,10.125,2.5,4.9,58,1,18957097031
"34528",1.09951e+12,10.125,2.5,4.9,10058,1,109317123.5
"34530",1.09951e+12,10.125,2.5,4.9,20058,1,54816613.21
"34532",1.09951e+12,10.125,2.5,4.9,30058,1,36579666.9
"34534",1.09951e+12,10.125,2.5,4.9,40058,1,27447991.11
"34536",1.09951e+12,10.125,2.5,4.9,50058,1,21964753.44
"34538",1.09951e+12,10.125,2.5,4.9,60058,1,18307496.55
"34540",1.09951e+12,10.125,2.5,4.9,70058,1,15694305.12
"34542",1.09951e+12,10.125,2.5,4.9,80058,1,13733938.24
"34544",1.09951e+12,10.125,2.5,5.7,58,1,18957097031
"34546",1.09951e+12,10.125,2.5,5.7,10058,1,109317123.5
"34548",1.09951e+12,10.125,2.5,5.7,20058,1,54816613.21
"34550",1.09951e+12,10.125,2.5,5.7,30058,1,36579666.9
"34552",1.09951e+12,10.125,2.5,5.7,40058,1,27447991.11
"34554",1.09951e+12,10.125,2.5,5.7,50058,1,21964753.44
"34556",1.09951e+12,10.125,2.5,5.7,60058,1,18307496.55
"34558",1.09951e+12,10.125,2.5,5.7,70058,1,15694305.12
"34560",1.09951e+12,10.125,2.5,5.7,80058,1,13733938.24
"34562",1.09951e+12,10.125,3.3,0.1,58,1,18957097031
"34564",1.09951e+12,10.125,3.3,0.1,10058,1,109317123.5
"34566",1.09951e+12,10.125,3.3,0.1,20058,1,54816613.21
"34568",1.09951e+12,10.125,3.3,0.1,30058,1,36579666.9
"34570",1.09951e+12,10.125,3.3,0.1,40058,1,27447991.11
"34572",1.09951e+12,10.125,3.3,0.1,50058,1,21964753.44
"34574",1.09951e+12,10.125,3.3,0.1,60058,1,18307496.55
